_MULTIPLE _POINT 
392.32,66.27,0 
394.23,66.88,0 
396.13,67.5,0 
398.03,68.12,0 
399.93,68.75,0 
401.82,69.39,0 
403.72,70.03,0 
404.25,70.21,0 
406.14,70.87,0 
408.03,71.53,0 
409.91,72.2,0 
411.8,72.88,0 
413.68,73.56,0 
415.55,74.25,0 
417.43,74.94,0 
419.3,75.64,0 
421.17,76.35,0 
423.04,77.06,0 
424.91,77.78,0 
426.78,78.5,0 
428.64,79.22,0 
430.5,79.95,0 
432.36,80.69,0 
434.22,81.42,0 
436.08,82.16,0 
437.94,82.91,0 
439.79,83.65,0 
441.65,84.4,0 
443.5,85.16,0 
445.35,85.91,0 
447.2,86.67,0 
449.05,87.43,0 
450.9,88.19,0 
452.75,88.95,0 
454.6,89.71,0 
456.45,90.47,0 
458.3,91.23,0 
460.15,92.0,0 
462.0,92.76,0 
463.85,93.52,0 
465.69,94.29,0 
467.54,95.05,0 
469.39,95.81,0 
471.24,96.58,0 
473.09,97.34,0 
474.94,98.1,0 
476.79,98.87,0 
478.64,99.63,0 
480.48,100.39,0 
482.33,101.16,0 
484.18,101.92,0 
486.03,102.68,0 
487.88,103.45,0 
489.73,104.21,0 
491.58,104.97,0 
493.42,105.74,0 
495.27,106.5,0 
497.12,107.26,0 
498.97,108.03,0 
500.82,108.79,0 
502.67,109.55,0 
504.52,110.32,0 
506.36,111.08,0 
508.21,111.84,0 
510.06,112.61,0 
511.91,113.37,0 
513.76,114.13,0 
515.61,114.9,0 
517.46,115.66,0 
519.3,116.42,0 
521.15,117.19,0 
523.0,117.95,0 
524.85,118.71,0 
526.7,119.48,0 
528.55,120.24,0 
530.4,121.0,0 
532.24,121.77,0 
534.09,122.53,0 
535.94,123.29,0 
537.79,124.06,0 
539.64,124.82,0 
541.49,125.58,0 
543.34,126.35,0 
545.19,127.11,0 
547.03,127.87,0 
548.88,128.64,0 
550.73,129.4,0 
552.58,130.16,0 
554.43,130.93,0 
556.28,131.69,0 
558.13,132.45,0 
559.97,133.21,0 
561.82,133.98,0 
563.67,134.74,0 
565.52,135.5,0 
567.37,136.27,0 
569.22,137.03,0 
571.07,137.79,0 
572.88,138.55,0 
574.73,139.31,0 
576.58,140.07,0 
578.43,140.83,0 
580.28,141.59,0 
582.13,142.35,0 
583.98,143.1,0 
585.84,143.85,0 
587.69,144.6,0 
589.55,145.34,0 
591.41,146.07,0 
593.27,146.8,0 
595.14,147.53,0 
597.01,148.24,0 
598.88,148.95,0 
600.75,149.64,0 
602.63,150.33,0 
604.51,151.01,0 
606.4,151.68,0 
608.29,152.33,0 
610.18,152.98,0 
612.08,153.61,0 
613.98,154.22,0 
615.89,154.83,0 
617.8,155.42,0 
619.72,155.99,0 
621.64,156.55,0 
623.56,157.09,0 
625.49,157.61,0 
627.43,158.11,0 
629.37,158.6,0 
631.31,159.07,0 
633.26,159.51,0 
635.22,159.94,0 
637.18,160.34,0 
639.14,160.72,0 
641.11,161.08,0 
642.09,161.25,0 
644.07,161.57,0 
646.04,161.87,0 
648.03,162.14,0 
650.01,162.39,0 
652.0,162.61,0 
653.99,162.81,0 
655.98,162.99,0 
657.97,163.14,0 
659.97,163.27,0 
661.97,163.37,0 
663.97,163.45,0 
665.97,163.5,0 
667.96,163.53,0 
669.96,163.53,0 
671.96,163.51,0 
673.96,163.47,0 
675.96,163.4,0 
677.96,163.3,0 
679.96,163.18,0 
681.95,163.04,0 
683.95,162.87,0 
685.94,162.68,0 
687.92,162.47,0 
689.91,162.22,0 
691.89,161.96,0 
693.87,161.67,0 
695.85,161.36,0 
697.82,161.02,0 
699.78,160.66,0 
701.75,160.27,0 
703.7,159.86,0 
705.66,159.43,0 
707.6,158.97,0 
709.54,158.49,0 
711.48,157.98,0 
713.41,157.45,0 
715.33,156.9,0 
717.24,156.32,0 
719.15,155.72,0 
721.05,155.1,0 
722.95,154.45,0 
724.83,153.78,0 
726.71,153.09,0 
728.57,152.37,0 
730.43,151.63,0 
732.28,150.87,0 
734.12,150.09,0 
735.95,149.28,0 
737.77,148.45,0 
739.58,147.6,0 
741.38,146.73,0 
743.17,145.83,0 
744.95,144.91,0 
746.71,143.97,0 
748.47,143.01,0 
750.21,142.03,0 
751.94,141.03,0 
753.66,140.0,0 
755.36,138.96,0 
757.05,137.89,0 
758.73,136.8,0 
759.35,136.4,0 
760.18,135.84,0 
761.83,134.72,0 
763.47,133.57,0 
765.1,132.41,0 
766.71,131.23,0 
768.32,130.03,0 
769.9,128.82,0 
771.48,127.59,0 
773.04,126.34,0 
774.6,125.08,0 
776.14,123.8,0 
777.67,122.52,0 
779.19,121.21,0 
780.69,119.9,0 
782.19,118.58,0 
783.68,117.24,0 
785.16,115.89,0 
786.63,114.54,0 
788.09,113.17,0 
789.54,111.8,0 
790.99,110.41,0 
792.43,109.02,0 
793.86,107.62,0 
795.28,106.22,0 
796.7,104.81,0 
798.11,103.39,0 
799.52,101.97,0 
800.92,100.54,0 
802.32,99.11,0 
803.71,97.68,0 
805.1,96.24,0 
806.49,94.8,0 
807.87,93.36,0 
809.25,91.91,0 
810.64,90.47,0 
812.02,89.02,0 
813.4,87.57,0 
814.78,86.13,0 
816.16,84.68,0 
817.54,83.23,0 
818.92,81.78,0 
820.3,80.34,0 
821.68,78.89,0 
823.06,77.44,0 
824.44,75.99,0 
825.82,74.55,0 
827.2,73.1,0 
828.58,71.65,0 
829.96,70.2,0 
831.34,68.76,0 
832.72,67.31,0 
834.1,65.86,0 
835.48,64.41,0 
836.86,62.96,0 
838.24,61.52,0 
839.62,60.07,0 
841.0,58.62,0 
842.38,57.17,0 
843.76,55.73,0 
845.14,54.28,0 
846.52,52.83,0 
847.9,51.38,0 
849.28,49.94,0 
850.66,48.49,0 
852.04,47.04,0 
853.42,45.59,0 
854.8,44.15,0 
856.18,42.7,0 
857.56,41.25,0 
858.94,39.8,0 
860.32,38.36,0 
861.7,36.91,0 
862.36,36.22,0 
863.74,34.77,0 
865.12,33.32,0 
866.5,31.88,0 
867.88,30.43,0 
869.26,28.99,0 
870.65,27.54,0 
872.03,26.1,0 
873.42,24.66,0 
874.81,23.22,0 
876.21,21.79,0 
877.6,20.36,0 
879.0,18.93,0 
880.4,17.5,0 
881.81,16.08,0 
883.22,14.66,0 
884.63,13.25,0 
886.05,11.84,0 
887.48,10.43,0 
888.9,9.03,0 
890.34,7.64,0 
891.78,6.25,0 
893.22,4.87,0 
894.67,3.49,0 
896.13,2.12,0 
897.6,0.76,0 
899.07,-0.6,0 
900.54,-1.95,0 
902.03,-3.29,0 
903.52,-4.62,0 
905.02,-5.94,0 
906.53,-7.25,0 
908.04,-8.56,0 
909.57,-9.85,0 
911.1,-11.14,0 
912.64,-12.41,0 
914.19,-13.68,0 
915.75,-14.93,0 
917.32,-16.17,0 
918.9,-17.4,0 
920.48,-18.62,0 
922.08,-19.82,0 
923.69,-21.01,0 
925.3,-22.19,0 
926.93,-23.35,0 
928.57,-24.5,0 
930.21,-25.64,0 
931.87,-26.76,0 
933.54,-27.86,0 
935.22,-28.95,0 
936.9,-30.02,0 
938.6,-31.08,0 
940.31,-32.12,0 
942.03,-33.14,0 
943.76,-34.14,0 
945.5,-35.12,0 
947.26,-36.09,0 
949.02,-37.03,0 
949.91,-37.5,0 
951.68,-38.41,0 
953.47,-39.31,0 
955.27,-40.18,0 
957.08,-41.03,0 
958.9,-41.87,0 
960.73,-42.68,0 
962.56,-43.47,0 
964.41,-44.24,0 
966.26,-44.99,0 
968.13,-45.71,0 
970.0,-46.42,0 
971.88,-47.1,0 
973.77,-47.77,0 
975.66,-48.41,0 
977.56,-49.03,0 
979.47,-49.63,0 
981.39,-50.2,0 
983.31,-50.76,0 
985.23,-51.29,0 
987.17,-51.8,0 
989.11,-52.29,0 
991.05,-52.75,0 
993.0,-53.19,0 
994.96,-53.62,0 
996.92,-54.01,0 
998.88,-54.39,0 
1000.85,-54.74,0 
1002.82,-55.08,0 
1004.8,-55.38,0 
1006.78,-55.67,0 
1008.76,-55.93,0 
1010.75,-56.17,0 
1012.74,-56.39,0 
1014.73,-56.59,0 
1016.72,-56.76,0 
1018.71,-56.91,0 
1020.71,-57.04,0 
1022.71,-57.14,0 
1024.7,-57.22,0 
1026.7,-57.28,0 
1028.7,-57.32,0 
1030.7,-57.33,0 
1032.7,-57.32,0 
1034.7,-57.29,0 
1036.7,-57.23,0 
1038.7,-57.15,0 
1040.7,-57.05,0 
1042.69,-56.93,0 
1044.69,-56.78,0 
1045.94,-56.68,0 
1047.94,-56.49,0 
1049.93,-56.28,0 
1051.91,-56.06,0 
1053.9,-55.81,0 
1055.88,-55.54,0 
1057.86,-55.25,0 
1059.83,-54.94,0 
1061.81,-54.61,0 
1063.78,-54.27,0 
1065.74,-53.91,0 
1067.71,-53.53,0 
1069.67,-53.13,0 
1071.63,-52.72,0 
1073.58,-52.3,0 
1075.53,-51.85,0 
1077.48,-51.4,0 
1079.42,-50.93,0 
1081.36,-50.45,0 
1083.3,-49.96,0 
1085.24,-49.45,0 
1087.17,-48.94,0 
1089.1,-48.41,0 
1091.03,-47.88,0 
1092.95,-47.33,0 
1094.87,-46.78,0 
1096.79,-46.21,0 
1098.71,-45.64,0 
1100.62,-45.07,0 
1102.54,-44.48,0 
1104.45,-43.89,0 
1106.36,-43.3,0 
1108.26,-42.7,0 
1110.17,-42.09,0 
1112.08,-41.49,0 
1113.98,-40.87,0 
1115.88,-40.26,0 
1117.79,-39.64,0 
1119.69,-39.03,0 
1121.59,-38.41,0 
1123.49,-37.79,0 
1125.39,-37.17,0 
1127.29,-36.55,0 
1129.2,-35.93,0 
1131.1,-35.31,0 
1133.0,-34.69,0 
1134.9,-34.07,0 
1136.8,-33.45,0 
1138.7,-32.83,0 
1139.8,-32.47,0 
