_MULTIPLE _POINT 
0.0,0.0,0 
2.0,0.0,0 
4.0,0.0,0 
6.0,0.0,0 
8.0,0.0,0 
10.0,0.0,0 
12.0,0.0,0 
14.0,0.0,0 
16.0,0.0,0 
16.67,0.0,0 
18.67,0.0,0 
20.67,0.0,0 
22.67,0.0,0 
24.67,0.01,0 
26.67,0.01,0 
28.67,0.02,0 
30.67,0.03,0 
32.67,0.04,0 
34.67,0.06,0 
36.67,0.09,0 
38.67,0.12,0 
40.67,0.15,0 
42.67,0.19,0 
44.67,0.24,0 
46.67,0.29,0 
48.67,0.35,0 
50.67,0.43,0 
52.66,0.5,0 
54.66,0.59,0 
56.66,0.69,0 
58.66,0.8,0 
60.65,0.92,0 
62.65,1.05,0 
64.64,1.2,0 
66.64,1.35,0 
68.63,1.52,0 
70.62,1.69,0 
72.61,1.88,0 
74.6,2.08,0 
76.59,2.29,0 
78.58,2.51,0 
78.64,2.52,0 
80.62,2.75,0 
82.61,3.0,0 
84.59,3.25,0 
86.57,3.52,0 
88.55,3.8,0 
90.53,4.08,0 
92.51,4.37,0 
94.49,4.68,0 
96.47,4.99,0 
98.44,5.3,0 
100.41,5.63,0 
102.39,5.96,0 
104.36,6.3,0 
106.33,6.64,0 
108.3,6.99,0 
110.26,7.35,0 
112.23,7.71,0 
114.2,8.07,0 
116.16,8.44,0 
118.13,8.81,0 
120.09,9.19,0 
122.06,9.57,0 
124.02,9.95,0 
125.98,10.33,0 
127.95,10.71,0 
129.91,11.1,0 
131.87,11.48,0 
133.83,11.87,0 
135.8,12.26,0 
137.76,12.64,0 
139.72,13.03,0 
141.68,13.42,0 
143.65,13.8,0 
145.61,14.19,0 
147.57,14.57,0 
149.53,14.96,0 
151.5,15.35,0 
153.46,15.73,0 
155.42,16.12,0 
157.38,16.51,0 
159.34,16.89,0 
161.31,17.28,0 
163.27,17.67,0 
165.23,18.05,0 
167.19,18.44,0 
169.16,18.83,0 
171.12,19.21,0 
173.08,19.6,0 
175.04,19.98,0 
177.01,20.37,0 
178.97,20.76,0 
180.93,21.14,0 
182.89,21.53,0 
184.85,21.92,0 
186.82,22.3,0 
188.78,22.69,0 
190.74,23.08,0 
192.7,23.46,0 
194.67,23.85,0 
196.63,24.24,0 
198.59,24.62,0 
200.55,25.01,0 
202.52,25.4,0 
204.48,25.78,0 
206.44,26.17,0 
208.4,26.55,0 
210.36,26.94,0 
212.33,27.33,0 
214.29,27.71,0 
216.25,28.1,0 
218.21,28.49,0 
220.18,28.87,0 
222.14,29.26,0 
224.1,29.65,0 
226.06,30.03,0 
228.03,30.42,0 
229.99,30.81,0 
231.95,31.19,0 
233.91,31.58,0 
235.87,31.96,0 
237.84,32.35,0 
239.8,32.74,0 
241.76,33.12,0 
243.72,33.51,0 
245.69,33.9,0 
247.65,34.28,0 
249.61,34.67,0 
251.57,35.06,0 
253.54,35.44,0 
255.5,35.83,0 
257.46,36.22,0 
259.42,36.6,0 
261.38,36.99,0 
263.35,37.38,0 
265.31,37.76,0 
267.27,38.15,0 
269.23,38.53,0 
271.2,38.92,0 
273.16,39.31,0 
275.12,39.69,0 
277.08,40.08,0 
279.05,40.47,0 
281.01,40.85,0 
282.97,41.24,0 
284.93,41.63,0 
286.89,42.01,0 
288.86,42.4,0 
290.82,42.79,0 
292.78,43.17,0 
294.74,43.56,0 
296.71,43.94,0 
298.67,44.33,0 
300.63,44.72,0 
302.59,45.1,0 
304.56,45.49,0 
306.52,45.88,0 
308.48,46.26,0 
308.72,46.31,0 
310.68,46.7,0 
312.65,47.08,0 
314.61,47.47,0 
316.57,47.86,0 
318.53,48.25,0 
320.49,48.64,0 
322.46,49.03,0 
324.42,49.43,0 
326.38,49.82,0 
328.34,50.22,0 
330.3,50.62,0 
332.26,51.02,0 
334.21,51.43,0 
336.17,51.84,0 
338.13,52.26,0 
340.08,52.67,0 
342.04,53.09,0 
343.99,53.52,0 
345.95,53.95,0 
347.9,54.39,0 
349.85,54.83,0 
351.8,55.28,0 
353.75,55.73,0 
355.69,56.19,0 
357.64,56.65,0 
359.58,57.12,0 
361.52,57.6,0 
363.46,58.09,0 
365.4,58.58,0 
367.34,59.08,0 
369.27,59.58,0 
371.21,60.1,0 
373.14,60.62,0 
375.06,61.15,0 
376.99,61.69,0 
378.91,62.24,0 
380.84,62.79,0 
382.76,63.35,0 
384.67,63.92,0 
386.59,64.5,0 
388.5,65.08,0 
390.41,65.67,0 
